code  ;parentCode;level;name                                                                                                                         ;shortName                                        ;notes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;validFrom ;validTo
82.202;82.20     ;5    ;Telefonsalg                                                                                                                  ;Telefonsalg                                      ;Inkluderer: Omfatter oppsøkende salgsvirksomhet via telefon på oppdrag                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;1900-01-01;9999-12-31
82.300;82.30     ;5    ;Kongress-, messe- og utstillingsvirksomhet                                                                                   ;Kongress-/messe-/utstillingsvirks.               ;Inkluderer: Omfatter organisering, fremme og/eller styring av arrangementer som f.eks. yrkes- og bransjeutstillinger, kongresser, messer, konferanser og møter med eller uten ledelse og formidling av personale til å drive fasilitetene der begivenhetene finner sted                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;1900-01-01;9999-12-31
82.910;82.91     ;5    ;Inkasso- og kredittopplysningsvirksomhet                                                                                     ;Inkasso- og kredittopplysningsvirks.             ;Inkluderer: Omfatter innkreving av opplysninger som f.eks. kreditt- og arbeidsforhold til enkeltpersoner og kredittopplysninger om virksomheter og levering av opplysninger til penge- institutter, detaljister og andre som har behov for å vurdere kredittverdigheten til disse personene og virksomhetene                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;1900-01-01;9999-12-31
82.920;82.92     ;5    ;Pakkevirksomhet                                                                                                              ;Pakkevirksomhet                                  ;Inkluderer: Omfatter pakkevirksomhet på honorar- eller kontraktbasis, uansett om prosessen er automatisk eller ikke: påfylling av væsker på flasker, herunder drikkevarer og matvarer, innpakking av faste stoffer (bobleplast, folieinnpakning mv.), emballering av farmasøytiske produkter etter sikkerhetsforskrifter, etikettering, frankering og stempling, innpakking av pakker og gaveinnpakking Ekskluderer: Produksjon av mineralvann og leskedrikker grupperes under: 11.07 Produksjon av mineralvann og leskedrikker og annet vann på flaske. Emballering i forbindelse med transport grupperes under: 52.29 Andre tjenester tilknyttet transport                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;1900-01-01;9999-12-31
82.990;82.99     ;5    ;Annen forretningsmessig tjenesteyting ikke nevnt annet sted                                                                  ;Forr.messig tj.yting ikke nevnt el.              ;Inkluderer: Omfatter stenografi og stenotypi under rettssaker og påfølgende transkripsjon av materialet som f.eks.: rettsstenografi og stenotypi og offentlige stenografitjenester, simultanteksting (dvs. samtidig teksting) av direkte tv-utsendelser av møter og konferanser, adressestrekkoding, strekkodetrykking, pengeinnsamlingsvirksomhet på honorar- eller kontraktbasis, inndragelsestjenester, innsamling av mynter fra parkometre, uavhengige auksjonærers virksomhet, forvaltning av lojalitetsprogrammer og andre tjenester som normalt leveres til virksomheter ikke nevnt annet sted Ekskluderer: Teksting av film og videofilm grupperes under: 59.12 Etterarbeid knyttet til produksjon av film, video og fjernsynsprogrammer. Renskriving av dokumenter grupperes under: 82.19 Fotokopiering, forberedelse av dokumenter og andre spesialiserte kontortjenester                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;1900-01-01;9999-12-31
84.110;84.11     ;5    ;Generell offentlig administrasjon                                                                                            ;Generell offentlig administrasjon                ;Inkluderer: Omfatter administrativ og politisk ledelse av sentrale, regionale og lokale myndigheter, administrasjon og tilsyn tilknyttet finans-, skatte- og avgiftssaker: administrasjon av skatteordninger, skatte-, avgift- og tollinnkreving samt behandling av skatteunndragelsessaker, tolladministrasjon, budsjettoppfølging og forvaltning av offentlige midler og offentlig gjeld: opptak av offentlige lån og kontroll med utbetaling av disse, administrasjon av generell FoU-politikk og midler forbundet med det, forvaltning av generell økonomisk og sosial planlegging samt utarbeidelse av offisiell statistikk Ekskluderer: Drift av bygg eid eller benyttet av det offentlige grupperes under hhv.: 68.2 Utleie av egen eller leid fast eiendom og: 68.3 Omsetning og drift av fast eiendom på oppdrag. Administrasjon av FoU-politikk med henblikk på velferd og midler knyttet opp mot det grupperes under: 84.12 Offentlig administrasjon tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern. Administrasjon av FoU-politikk med henblikk på å forbedre økonomiske resultater og konkurranseevne grupperes under: 84.13 Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked. Administrasjon av forsvarsrelatert FoU-politikk og midler knyttet opp mot det grupperes under: 84.22 Forsvar. Drift av offentlige arkiv grupperes under: 91.013 Drift av arkiver                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;1900-01-01;9999-12-31
84.120;84.12     ;5    ;Offentlig administrasjon tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern                  ;Off.adm. helse, sos.virks. m.m.                  ;Inkluderer: Omfatter offentlig administrasjon av velferd: helsevesen, undervisning, kultur, sport, fritid, miljø, bolig og sosialtjeneste, administrasjon av FoU-politikk og tilknyttede midler på disse områdene Inkluderer også: Omfatter også økonomisk støtte til fritids- og kulturaktiviteter, utdeling av offentlige tilskudd til kunstnere, administrasjon av prosjekter for drikkevannsforsyning, administrasjon av avfallshåndtering, administrasjon av miljøvernprosjekter og administrasjon av boligprosjekter Ekskluderer: Kloakk- og renovasjonsvirksomhet og renhold grupperes under hhv.: 37 Oppsamling og behandling av avløpsvann,: 38 Innsamling, behandling, disponering og gjenvinning av avfall og: 39 Miljørydding, miljørensing og lignende virksomhet. Obligatoriske trygdeordning grupperes under: 84.30 Trygdeordninger underlagt offentlig forvaltning. Undervisning grupperes under: P Undervisning. Helsetjenester grupperes under: 86 Helsetjenester. Museer og andre kulturelle institusjoner grupperes under: 91 Drift av biblioteker, arkiver, museer og annen kulturvirksomhet. Offentlige biblioteker og arkiver grupperes under: 91.01 Drift av biblioteker og arkiver. Sport og andre fritidsaktiviteter grupperes under: 93 Sports- og fritidsaktiviteter og drift av fornøyelsesetablissementer                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;1900-01-01;9999-12-31
84.130;84.13     ;5    ;Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked                                                       ;Off.adm. nær.virks. og arb.marked                ;"Inkluderer: Omfatter offentlig administrasjon og regulering, herunder fordeling av subsidier til ulike sektorer: jordbruk, arealplanlegging, energi og naturressurser, infrastruktur, transport, kommunikasjon, hoteller og turisme, engros- og detaljhandel; administrasjon av FoU-politikk og midler knyttet opp mot forbedring av økonomiske resultater, administrasjon av generelle arbeidsmarkedstiltak og gjennomføring av regionale utviklingsmål, f.eks. å redusere arbeidsløsheten Ekskluderer: Forskning og utvikling grupperes under: 72 Forskning og utviklingsarbeid"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;1900-01-01;9999-12-31
84.210;84.21     ;5    ;Utenrikssaker                                                                                                                ;Utenrikssaker                                    ;"Inkluderer: Omfatter den virksomhet som utøves av Utenriksdepartementet og diplomatiske og konsulære representasjoner i utlandet eller kontorer i internasjonale organisasjoner; administrasjon av og støtte til informasjon og kulturelle aktiviteter som skal formidles ut over de nasjonale grenser, bistand til utviklingsland, også om denne ytes gjennom internasjonale organisasjoner, militærhjelp til andre land, forvaltning av utenrikshandelen og internasjonale finansielle og tekniske spørsmål Ekskluderer: Internasjonale katastrofer eller flyktningesaker i forbindelse med konflikter grupperes under: 88.99 Sosialtjenester uten botilbud ikke nevnt annet sted"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;1900-01-01;9999-12-31
84.220;84.22     ;5    ;Forsvar                                                                                                                      ;Forsvar                                          ;"Inkluderer: Omfatter administrasjon, tilsyn og drift av militære anliggender og land-, sjø- og luftforvarsstyrker som: væpnede styrker innenfor Hæren, Sjøforsvaret, Luftforsvaret og Heimevernet, ingeniørenheter, forsyningssamband, etterretningsmannskap og andre ikke-væpnede styrker og enheter; reserve- og hjelpestyrker innen forsvaret, forsvarets logistikkorganisasjon (anskaffelse av materiell, anlegg, forsyninger mv.), forsvarets sanitet; administrasjon og drift av sivilforsvaret, støtte til utarbeiding av katastrofeplaner samt gjennomføring av øvelser, hvor sivile institusjoner og sivilbefolkningen deltar og administrasjon av forsvarsrelatert FoU-politikk og midler knyttet til dette Ekskluderer: Forskning og utviklingsarbeid grupperes under: 72 Forskning og utviklingsarbeid. Militærhjelp til andre land grupperes under: 84.21 Utenrikssaker. Militærdomstolens virksomhet grupperes under: 84.23 Retts- og fengselsvesen. Tilveiebringing av nødhjelpsforsyninger til bruk ved innenlandske katastrofer i fredstid grupperes under: 84.24 Politi- og påtalemyndighet. Undervisning på militærets skoler og høyskoler grupperes under: 85.4 Undervisning i høyere utdanning. Militærsykehusenes virksomhet grupperes under: 86.10 Sykehustjenester"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;1900-01-01;9999-12-31
84.230;84.23     ;5    ;Retts- og fengselsvesen                                                                                                      ;Retts- og fengselsvesen                          ;"Inkluderer: Omfatter virksomhet som utøves av administrative domstoler (sivil- og strafferett), militærdomstoler og rettsvesen, herunder juridisk bistand og representasjon på vegne av staten eller ivaretatt av staten ved finansiering eller i form av tjenester, avsigelse av dommer og tolking av lovgivning, voldgift i sivile søksmål; administrasjon av fengsler og etablering av straffe- og behandlingsinstitusjoner herunder rehabiliteringssenter, uansett om administrasjonen og driften utøves av offentlige eller private enheter på honorar- eller kontraktbasis Ekskluderer: Rådgivning og representasjon i sivile saker, straffesaker og andre saker grupperes under: 69.10 Juridisk tjenesteyting. Fengselsskolens virksomhet grupperes under: 85 Undervisning. Fengselssykehusenes virksomhet grupperes under: 86.10 Sykehustjenester"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;1900-01-01;9999-12-31
84.240;84.24     ;5    ;Politi- og påtalemyndighet                                                                                                   ;Politi- og påtalemyndighet                       ;Inkluderer: Omfatter virksomhet som utøves av politiet og offentlig støttede hjelpekorps, havnepoliti, grensepoliti, kystvakt og andre spesialkorps inkludert trafikkregulering, registrering av utlendinger og administrasjon av strafferegistre og anskaffelse av utstyr til bruk ved innenlandske katastrofer i fredstid Ekskluderer: Drift av politilaboratorier grupperes under: 71.20 Teknisk prøving og analyse. De væpnede styrkers virksomhet og administrasjon av disse grupperes under: 84.22 Forsvar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;1900-01-01;9999-12-31
84.250;84.25     ;5    ;Brannvern                                                                                                                    ;Brannvern                                        ;Inkluderer: Omfatter administrasjon og drift av brannvesen og hjelpekorps i forbindelse med forebyggende brannvern, brannslokking, berging av mennesker og dyr, bistand ved sivile katastrofer, oversvømmelser, trafikkulykker mv. Ekskluderer: Skogbrannvern og -slokking grupperes under: 02.40 Tjenester tilknyttet skogbruk. Brannslokking på olje- og gassfelt grupperes under: 09.109 Andre tjenester tilknyttet utvinning av råolje og naturgass. Brannslokking og brannvern på flyplasser som utføres av ikke-spesialiserte enheter grupperes under: 52.23 Andre tjenester tilknyttet lufttransport                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;1900-01-01;9999-12-31
